7d95af543a521ed036dc85f6f232d103,1300000,42d5abde92c2678617996dd8f782989c,cpu_instrs/01-special
d36a85bb94d4c1b373c0e7be0f6f0971,300000,0f384cd6115fd9b2c33f7d9fc42200b5,cpu_instrs/02-interrupts
5bccf6b03f661d92b2903694d458510c,1150000,3caaa1d70619add931ecfa9e88e3a7ff,cpu_instrs/03-op sp,hl
e97a5202d7725a3caaf3495e559f2e98,1400000,cccde7fb4b57b51d73147233e2789d0e,cpu_instrs/04-op r,imm
43fc8bfc94938b42d8ecc9ea8b6b811a,1900000,2d0258217d9411ae7dc9390b4022e7fa,cpu_instrs/05-op rp
24da4eed7ef73ec32aae5ffd50ebec55,300000,45f17918f8da5383982f33eda50b3714,cpu_instrs/06-ld r,r
6dbf4e754ef2f844246fd08718d1c377,400000,c81680b1a44aab843cea7936de3da10f,cpu_instrs/07-jr,jp,call,ret,rst
c21ddacbfa44d61919c8e2d6c3e7d26e,350000,820df31460734f4451ef46673a5e297c,cpu_instrs/08-misc instrs
e4c4dd4eebad0c9d6f2ef575331c3aee,4500000,7a0cae7fe13aba1179096a74161dbd81,cpu_instrs/09-op r,r
64632849778ee83ae85db8bf68c84ebc,7000000,56d069d71d8b2114149a6a605df2ef28,cpu_instrs/10-bit ops
6e64346be4d7ccf26f53de105d6cb5f6,7500000,3215a908fc7e7aac137f20b9dec08e9e,cpu_instrs/11-op a,(hl)
b417d5d06c3382ab5836b5d365184f36,350000,89c5c02898f9299e22457dc47cab40a0,instr_timing
9537182264201f75611fc96a1de0f086,258877,bd9fc5fdc70e82b3eb643c4c7dacd4ab,mem_timing/01-read_timing
d5cf8017991700f267b7b753579cc773,222676,bc9ff8c11b34a1c09800f79349ede2bf,mem_timing/02-write_timing
fd3516dca15be20bc124ce4523ae5ad3,295354,41ad39c61bad61f0e474216d9cfa4c9d,mem_timing/03-modify_timing
c89dcc0761693f0a42baf6c6a560222f,478725,3f58de72430b4efd5918282df6ef3d87,dmg_sound/01-registers
6473a525d5ac88166abf834d83a87aef,3997269,592a99aa2644e34259435729c9696e34,dmg_sound/02-len ctr
8c0fc255250a20767cbc69e38e2fd945,7230166,16df1d468066515ebd20e73a666b21d6,dmg_sound/03-trigger
93bdd72292b1f1c25290c7a3ae8b37b3,750364,266f90572b534e845275df094f1121c3,halt_bug
e459f412e5459636b0ff736787774239,206743,deb3479d8347148912a2018b3f94da93,acceptance/add_sp_e_timing
f9bf05a2048eb83ce2d25eaa15e59b36,193265,fa43d52c2e302bfff8c0c55c50e9401b,acceptance/boot_regs-dmgABC
f90d8ad35e5d172845e725996ada8908,146898,25ff67b94ee3da658eafb86457cd34a8,acceptance/call_timing
4cc215bd3e3c050c0b7e2c103d22b4eb,266055,4577ca9859c1f2afeae59fde42d4aa8a,acceptance/call_timing2
